race_id,district_id,year,total_votes,winner_name,winner_party,winner_CAND_ICI,runner_up_name,runner_up_party,runner_up_CAND_ICI,margin_of_victory,spending_winner,spending_runner_up,pvi,NHE
CA_20_2012,CA_20,2012,233562,SAM FARR,Democrat,I,JEFF TAYLOR,Republican,C,48.14,727205.98,6616.61,-19.0,-1.1
CA_20_2014,CA_20,2014,141044,SAM FARR,Democrat,I,RONALD PAUL KABAT,Other,C,50.36,747789.34,15544.0,-21.0,5.7
CA_20_2016,CA_20,2016,255791,JIMMY PANETTA,Democrat,O,CASEY LUCIUS,Republican,O,41.51,1056631.2,418826.39,-21.0,1.1
CA_20_2018,CA_20,2018,225721,JIMMY PANETTA,Democrat,I,RONALD PAUL KABAT,Other,,62.75,727578.17,,-23.0,-8.6
CA_20_2020,CA_20,2020,308554,JIMMY PANETTA,Democrat,I,JEFF GORMAN,Republican,C,53.55,1596716.42,65047.32,-23.0,-3.1
CA_21_2012,CA_21,2012,116283,DAVID G VALADAO,Republican,I,JOHN HERNANDEZ,Democrat,C,15.52,1181112.9,100107.59,3.0,-1.1
CA_21_2014,CA_21,2014,79377,DAVID G VALADAO,Republican,I,AMANDA RENTERIA,Democrat,C,15.67,2732693.38,1690530.0,-2.0,5.7
CA_21_2016,CA_21,2016,132408,DAVID G VALADAO,Republican,I,EMILIO HUERTA,Democrat,C,13.48,2822073.4,655395.26,-2.0,1.1
CA_21_2018,CA_21,2018,113616,TJ COX,Democrat,,DAVID G VALADAO,Republican,I,0.76,,3255419.06,-5.0,-8.6
CA_21_2020,CA_21,2020,170334,DAVID G VALADAO,Republican,C,TJ COX,Democrat,I,0.89,4018834.44,,-5.0,-3.1
CA_22_2012,CA_22,2012,213941,DEVIN NUNES,Republican,I,OTTO LEE,Democrat,C,23.76,1087798.59,394817.84,12.0,-1.1
CA_22_2014,CA_22,2014,133342,DEVIN NUNES,Republican,I,"SUZANNA ""SAM"" AGUILERA-MARRERO",Democrat,C,44.07,1536605.03,36799.17,10.0,5.7
CA_22_2016,CA_22,2016,234966,DEVIN NUNES,Republican,I,LOUIE J CAMPOS,Democrat,,35.13,1372432.87,,10.0,1.1
CA_22_2018,CA_22,2018,222379,DEVIN G NUNES,Republican,I,ANDREW JANZ,Democrat,C,5.44,11629556.14,9211821.7,8.0,-8.6
CA_22_2020,CA_22,2020,315139,DEVIN NUNES,Republican,I,PHIL ARBALLO,Democrat,C,8.45,20201844.61,5146107.01,8.0,-3.1
CA_23_2010,CA_23,2010,193463,LOIS CAPPS,Democrat,I,TOM WATSON,Republican,C,20.17,991078.62,607298.83,-12.0,6.8
CA_23_2012,CA_23,2012,216003,KEVIN MCCARTHY,Republican,I,TERRY PHILLIPS,Other,C,46.44,3993705.62,48520.57,18.0,-1.1
CA_23_2014,CA_23,2014,134043,KEVIN MCCARTHY,Republican,I,RAUL GARCIA,Democrat,C,49.68,5935084.48,8931.34,16.0,5.7
CA_23_2016,CA_23,2016,241584,KEVIN MCCARTHY,Republican,I,WENDY REED,Democrat,C,38.35,8161454.49,40357.4,16.0,1.1
CA_23_2018,CA_23,2018,205774,KEVIN MCCARTHY,Republican,I,TATIANA MATTA,Democrat,C,27.43,8249321.58,106342.6,14.0,-8.6
CA_23_2020,CA_23,2020,306118,KEVIN MCCARTHY,Republican,I,KIM MANGONE,Democrat,C,24.28,25148569.55,1683148.6,14.0,-3.1
CA_24_2010,CA_24,2010,240334,ELTON GALLEGLY,Republican,I,TIMOTHY J ALLISON,Democrat,C,19.88,811193.84,180025.88,4.0,6.8
CA_24_2012,CA_24,2012,284495,LOIS CAPPS,Democrat,I,ABEL MALDONADO,Republican,C,10.19,3286649.92,2669430.05,-3.0,-1.1
CA_24_2014,CA_24,2014,198794,LOIS CAPPS,Democrat,I,CHRIS MITCHUM,Republican,C,3.85,2493169.87,490474.37,-4.0,5.7
CA_24_2016,CA_24,2016,310814,SALUD CARBAJAL,Democrat,O,JUSTIN DONALD FAREED,Republican,O,6.84,3120305.56,2295813.98,-4.0,1.1
CA_24_2018,CA_24,2018,284431,SALUD CARBAJAL,Democrat,I,JUSTIN FAREED,Republican,C,17.11,2077611.91,1513003.06,-7.0,-8.6
CA_24_2020,CA_24,2020,362345,SALUD O CARBAJAL,Democrat,I,ANDY CALDWELL,Republican,C,17.33,1490230.52,1288902.84,-7.0,-3.1
CA_25_2010,CA_25,2010,191336,"HOWARD P ""BUCK"" MCKEON",Republican,I,JACKIE CONAWAY,Democrat,C,23.67,1334101.08,4171.99,6.0,6.8
CA_25_2012,CA_25,2012,236575,"HOWARD P ""BUCK"" MCKEON",Republican,I,LEE C ROGERS,Democrat,C,9.56,1756319.01,360091.19,6.0,-1.1
CA_25_2014,CA_25,2014,114072,STEVE KNIGHT,Republican,O,TONY STRICKLAND,Republican,,6.68,410834.53,,3.0,5.7
CA_25_2016,CA_25,2016,261161,STEPHEN KNIGHT,Republican,I,BRYAN CAFORIO,Democrat,C,6.26,1679628.36,1703542.69,3.0,1.1
CA_25_2018,CA_25,2018,245022,KATIE HILL,Democrat,C,STEVE KNIGHT,Republican,I,8.73,8505044.12,2631813.07,0.0,-8.6
CA_25_2020,CA_25,2020,338943,MIKE GARCIA,Republican,I,CHRISTY SMITH,Democrat,C,0.1,9762756.03,5943381.18,-3.0,-3.1
CA_26_2010,CA_26,2010,208347,DAVID DREIER,Republican,I,RUSS WARNER,Democrat,C,17.61,1391075.52,217192.1,3.0,6.8
CA_26_2012,CA_26,2012,263935,JULIA BROWNLEY,Democrat,C,TONY STRICKLAND,Republican,I,5.38,2106885.83,,-2.0,-1.1
CA_26_2014,CA_26,2014,169829,JULIA BROWNLEY,Democrat,I,JEFF GORELL,Republican,C,2.66,3364754.34,1298190.88,-4.0,5.7
CA_26_2016,CA_26,2016,280307,JULIA BROWNLEY,Democrat,I,RAFAEL A DAGNESSES,Republican,C,20.76,2023025.27,431832.35,-4.0,1.1
CA_26_2018,CA_26,2018,255426,JULIA BROWNLEY,Democrat,I,ANTONIO SABATO JR,Republican,C,23.88,1788074.84,350222.64,-7.0,-8.6
CA_26_2020,CA_26,2020,344733,JULIA BROWNLEY,Democrat,I,RONDA BALDWIN-KENNEDY,Republican,C,21.17,1351678.67,134605.11,-7.0,-3.1
CA_27_2010,CA_27,2010,157983,BRAD SHERMAN,Democrat,I,MARK REED,Republican,C,30.3,818272.53,107133.9,-13.0,6.8
CA_27_2012,CA_27,2012,241008,JUDY CHU,Democrat,I,JACK ORSWELL,Republican,C,27.96,858348.1,204289.12,-9.0,-1.1
CA_27_2014,CA_27,2014,127580,JUDY CHU,Democrat,I,JACK ORSWELL,Republican,C,18.71,737543.01,169258.9,-11.0,5.7
CA_27_2016,CA_27,2016,250632,JUDY CHU,Democrat,I,JACK ORSWELL,Republican,C,34.84,821116.26,208248.35,-11.0,1.1
CA_27_2018,CA_27,2018,202636,JUDY CHU,Democrat,I,BRYAN WITT,Democrat,C,58.42,937483.08,10477.31,-16.0,-8.6
CA_27_2020,CA_27,2020,317318,JUDY CHU,Democrat,I,JOHNNY J NALBANDIAN,Republican,C,39.55,963130.08,39170.47,-16.0,-3.1
CA_28_2010,CA_28,2010,127107,HOWARD L BERMAN,Democrat,I,MERLIN FLOYD,Republican,C,47.12,1124914.9,39508.86,-23.0,6.8
CA_28_2012,CA_28,2012,246711,ADAM B SCHIFF,Democrat,I,PHIL JENNERJAHN,Republican,,52.97,1082976.5,,-19.0,-1.1
CA_28_2014,CA_28,2014,120264,ADAM B SCHIFF,Democrat,I,STEVE STOKES,Other,C,52.99,871494.85,7410.55,-20.0,5.7
CA_28_2016,CA_28,2016,270409,ADAM B SCHIFF,Democrat,I,LENORE SOLIS,Republican,,55.97,973437.67,,-20.0,1.1
CA_28_2018,CA_28,2018,250934,ADAM B SCHIFF,Democrat,I,JOHNNY J NALBANDIAN,Republican,C,56.74,3660828.23,36332.56,-23.0,-8.6
CA_28_2020,CA_28,2020,336199,ADAM B SCHIFF,Democrat,I,ERIC EARLY,Republican,C,45.31,10404171.36,3839474.24,-23.0,-3.1
CA_29_2010,CA_29,2010,161126,ADAM B SCHIFF,Democrat,I,JOHN P COLBERT,Republican,C,32.79,1222795.04,671227.53,-14.0,6.8
CA_29_2012,CA_29,2012,150281,TONY CARDENAS,Democrat,I,DAVID R HERNANDEZ,Other,C,48.11,709796.98,6440.0,-21.0,-1.1
CA_29_2014,CA_29,2014,67141,TONY CARDENAS,Democrat,I,WILLIAM O'CALLAGHAN LEADER,Republican,,49.23,953305.27,,-25.0,5.7
CA_29_2016,CA_29,2016,171824,TONY CARDENAS,Democrat,I,RICHARD ALARCON,Democrat,C,49.46,1615771.97,70834.33,-25.0,1.1
CA_29_2018,CA_29,2018,154692,TONY CARDENAS,Democrat,I,BENITO BENNY BERNAL,Republican,C,61.22,1483992.48,8476.0,-29.0,-8.6
CA_29_2020,CA_29,2020,210944,TONY CARDENAS,Democrat,I,ANGELICA MARIA DUENAS,Democrat,C,13.22,1219560.98,76627.11,-29.0,-3.1
CA_2_2010,CA_2,2010,228940,WALLY HERGER,Republican,I,JIM REED,Democrat,C,14.3,863128.49,153434.67,11.0,6.8
CA_2_2012,CA_2,2012,317526,JARED HUFFMAN,Democrat,O,DANIEL W ROBERTS,Republican,O,42.49,1262439.87,268634.36,-19.0,-1.1
CA_2_2014,CA_2,2014,217524,JARED HUFFMAN,Democrat,I,DALE K MENSING,Republican,C,49.98,887467.53,5462.0,-20.0,5.7
CA_2_2016,CA_2,2016,330766,JARED HUFFMAN,Democrat,I,DALE K MENSING,Republican,C,53.7,757560.62,4228.0,-20.0,1.1
CA_2_2018,CA_2,2018,315657,JARED HUFFMAN,Democrat,I,DALE K MENSING,Republican,C,54.02,731368.14,3729.25,-22.0,-8.6
CA_2_2020,CA_2,2020,388755,JARED HUFFMAN,Democrat,I,DALE K MENSING,Republican,C,51.48,821812.64,2235.73,-22.0,-3.1
CA_30_2010,CA_30,2010,237747,HENRY A WAXMAN,Democrat,I,CHARLES E WILKERSON,Republican,C,32.69,1440465.32,376986.91,-18.0,6.8
CA_30_2012,CA_30,2012,247851,BRAD SHERMAN,Democrat,I,HOWARD L BERMAN,Democrat,C,20.6,6372614.48,5780206.59,-13.0,-1.1
CA_30_2014,CA_30,2014,131883,BRAD SHERMAN,Democrat,I,MARK S REED,Republican,C,31.28,1327753.62,5065.97,-14.0,5.7
CA_30_2016,CA_30,2016,282604,BRAD SHERMAN,Democrat,I,MARK REED,Republican,,45.28,523951.14,,-14.0,1.1
CA_30_2018,CA_30,2018,260993,BRAD SHERMAN,Democrat,I,MARK S REED,Republican,,46.8,549092.26,,-18.0,-8.6
CA_30_2020,CA_30,2020,345464,BRAD SHERMAN,Democrat,I,MARK S REED,Republican,,38.97,1112586.37,,-18.0,-3.1
CA_31_2010,CA_31,2010,91106,XAVIER BECERRA,Democrat,I,STEPHEN C SMITH,Republican,C,67.64,1699464.63,14451.72,-29.0,6.8
CA_31_2012,CA_31,2012,161219,GARY G MILLER,Republican,I,BOB DUTTON,Republican,C,10.36,1706171.25,385150.69,-12.0,-1.1
CA_31_2014,CA_31,2014,99784,PETE AGUILAR,Democrat,O,PAUL CHABOT,Republican,O,3.47,2246264.88,522741.85,-5.0,5.7
CA_31_2016,CA_31,2016,215936,PETE AGUILAR,Democrat,I,PAUL CHABOT,Republican,C,12.14,2011901.87,697268.25,-5.0,1.1
CA_31_2018,CA_31,2018,187495,PETE AGUILAR,Democrat,I,SEAN FLYNN,Republican,C,17.49,2493817.05,1399111.11,-8.0,-8.6
CA_31_2020,CA_31,2020,286050,PETE AGUILAR,Democrat,I,AGNES GIBBONEY,Republican,C,22.58,1915174.22,130107.43,-8.0,-3.1
CA_32_2010,CA_32,2010,109456,JUDY CHU,Democrat,I,"EDWARD ""ED"" SCHMERLING",Republican,,42.08,1910356.68,,-15.0,6.8
CA_32_2012,CA_32,2012,190111,GRACE F NAPOLITANO,Democrat,I,DAVID L MILLER,Republican,C,31.4,610490.76,47432.69,-9.0,-1.1
CA_32_2014,CA_32,2014,84406,GRACE F NAPOLITANO,Democrat,I,ARTURO ENRIQUE ALAS,Republican,C,19.31,304898.12,61035.9,-12.0,5.7
CA_32_2016,CA_32,2016,186646,GRACE F NAPOLITANO,Democrat,I,ROGER HERNANDEZ,Democrat,C,23.15,855099.07,187039.02,-12.0,1.1
CA_32_2018,CA_32,2018,177031,GRACE FLORES NAPOLITANO,Democrat,I,JOSHUA M SCOTT,Republican,C,37.56,249008.44,5445.19,-17.0,-8.6
CA_32_2020,CA_32,2020,259760,GRACE F NAPOLITANO,Democrat,I,JOSHUA M SCOTT,Republican,C,33.16,256046.86,14247.84,-17.0,-3.1
CA_33_2010,CA_33,2010,153333,KAREN BASS,Democrat,O,JAMES L ANDION,Republican,,72.16,768918.65,,-35.0,6.8
CA_33_2012,CA_33,2012,318520,HENRY A WAXMAN,Democrat,I,BILL BLOOMFIELD,Other,C,7.91,2663178.9,9822215.46,-12.0,-1.1
CA_33_2014,CA_33,2014,183031,TED LIEU,Democrat,O,ELAN CARR,Republican,O,18.37,2336271.4,1625539.63,-11.0,5.7
CA_33_2016,CA_33,2016,330219,TED LIEU,Democrat,I,KENNETH W WRIGHT,Republican,C,32.88,1116571.91,73968.91,-11.0,1.1
CA_33_2018,CA_33,2018,312860,TED W LIEU,Democrat,I,KENNETH WESTON WRIGHT,Republican,C,40.06,974393.02,161454.23,-16.0,-8.6
CA_33_2020,CA_33,2020,380428,TED LIEU,Democrat,I,JAMES P BRADLEY,Republican,C,35.16,1601806.11,100974.8,-16.0,-3.1
CA_34_2010,CA_34,2010,89839,LUCILLE ROYBAL-ALLARD,Democrat,I,WAYNE MILLER,Republican,,54.46,611209.15,,-22.0,6.8
CA_34_2012,CA_34,2012,140590,XAVIER BECERRA,Democrat,I,STEPHEN C SMITH,Republican,,71.23,1570150.91,,-28.0,-1.1
CA_34_2014,CA_34,2014,61621,XAVIER BECERRA,Democrat,I,ADRIENNE NICOLE EDWARDS,Democrat,,45.07,1465622.65,,-30.0,5.7
CA_34_2016,CA_34,2016,159156,XAVIER BECERRA,Democrat,I,ADRIENNE NICOLE EDWARDS,Democrat,C,54.37,1668558.97,1.8,-30.0,1.1
CA_34_2018,CA_34,2018,151906,JIMMY GOMEZ,Democrat,I,KENNETH MEJIA,Other,C,45.08,1487790.7,120225.78,-35.0,-8.6
CA_34_2020,CA_34,2020,205346,JIMMY GOMEZ,Democrat,I,DAVID KIM,Democrat,C,5.96,1273472.46,186898.66,-35.0,-3.1
CA_35_2010,CA_35,2010,123694,MAXINE WATERS,Democrat,I,K BRUCE BROWN,Republican,C,58.67,723305.34,20370.0,-31.0,6.8
CA_35_2012,CA_35,2012,142680,GLORIA NEGRETE MCLEOD,Democrat,I,JOE BACA,Democrat,C,11.72,344428.44,1162457.44,-10.0,-1.1
CA_35_2014,CA_35,2014,62255,NORMA J TORRES,Democrat,O,CHRISTINA GAGNIER,Democrat,O,26.9,422828.83,82378.61,-15.0,5.7
CA_35_2016,CA_35,2016,171353,NORMA J TORRES,Democrat,I,TYLER FISCHELLA,Republican,C,44.78,443521.07,3747.65,-15.0,1.1
CA_35_2018,CA_35,2018,149024,NORMA J TORRES,Democrat,I,CHRISTIAN LEONEL VALIENTE,Republican,C,38.8,628449.31,8221.19,-19.0,-8.6
CA_35_2020,CA_35,2020,244346,NORMA J TORRES,Democrat,I,MIKE CARGILE,Republican,C,38.66,667057.26,36175.06,-19.0,-3.1
CA_36_2010,CA_36,2010,192035,JANE HARMAN,Democrat,I,MATTIE FEIN,Republican,C,24.88,1301447.56,168083.07,-12.0,6.8
CA_36_2012,CA_36,2012,208142,RAUL RUIZ,Democrat,C,MARY BONO MACK,Republican,I,5.88,1925464.26,2423515.64,3.0,-1.1
CA_36_2014,CA_36,2014,134139,RAUL RUIZ,Democrat,I,BRIAN NESTANDE,Republican,C,8.37,3087543.45,1292192.98,1.0,5.7
CA_36_2016,CA_36,2016,232617,RAUL RUIZ,Democrat,I,JEFF STONE,Republican,C,24.11,2603224.23,362037.43,1.0,1.1
CA_36_2018,CA_36,2018,207008,RAUL RUIZ,Democrat,I,KIMBERLIN BROWN PELZER,Republican,C,18.03,2512376.46,841751.6,-2.0,-8.6
CA_36_2020,CA_36,2020,306849,RAUL RUIZ,Democrat,I,ERIN CRUZ,Republican,C,20.68,6243.65,53981.04,-2.0,-3.1
CA_37_2010,CA_37,2010,125518,LAURA RICHARDSON,Democrat,I,STAR PARKER,Republican,C,45.13,663730.72,1826846.04,-26.0,6.8
CA_37_2012,CA_37,2012,239580,KAREN BASS,Democrat,I,MORGAN OSBORNE,Republican,,72.83,803966.15,,-33.0,-1.1
CA_37_2014,CA_37,2014,114838,KAREN BASS,Democrat,I,R ADAM KING,Republican,C,68.56,822020.87,14692.73,-34.0,5.7
CA_37_2016,CA_37,2016,237272,KAREN BASS,Democrat,I,CHRIS BLAKE WIGGINS,Democrat,,62.25,679228.98,,-34.0,1.1
CA_37_2018,CA_37,2018,236378,KAREN BASS,Democrat,I,RON J BASSILIAN,Republican,C,78.15,829565.75,10147.97,-37.0,-8.6
CA_37_2020,CA_37,2020,296621,KAREN BASS,Democrat,I,ERROL WEBBER,Republican,C,71.88,1220422.5,176111.56,-37.0,-3.1
CA_38_2010,CA_38,2010,116342,GRACE F NAPOLITANO,Democrat,I,ROBERT VAUGHN,Republican,,46.91,350881.38,,-18.0,6.8
CA_38_2012,CA_38,2012,215087,LINDA T SANCHEZ,Democrat,I,BENJAMIN CAMPOS,Republican,C,35.09,,21341.0,-9.0,-1.1
CA_38_2014,CA_38,2014,98480,LINDA T SANCHEZ,Democrat,I,BENJAMIN CAMPOS,Republican,C,18.18,1027338.66,7079.75,-12.0,5.7
CA_38_2016,CA_38,2016,232114,LINDA T SANCHEZ,Democrat,I,RYAN DOWNING,Republican,,40.96,1501063.31,,-12.0,1.1
CA_38_2018,CA_38,2018,202156,LINDA T SANCHEZ,Democrat,I,RYAN DOWNING,Republican,,37.7,1415533.77,,-17.0,-8.6
CA_38_2020,CA_38,2020,256206,LINDA T SANCHEZ,Democrat,I,MICHAEL TOLAR,Democrat,,48.68,1157773.49,,-17.0,-3.1
CA_39_2010,CA_39,2010,128961,LINDA T SANCHEZ,Democrat,I,LARRY S ANDRE,Republican,C,30.67,741142.01,50565.17,-12.0,6.8
CA_39_2012,CA_39,2012,251967,EDWARD R ROYCE,Republican,I,JAY CHEN,Democrat,C,15.58,4517754.11,714593.73,7.0,-1.1
CA_39_2014,CA_39,2014,133225,EDWARD R ROYCE,Republican,I,PETER O ANDERSON,Democrat,C,37.09,1743860.38,5208.98,5.0,5.7
CA_39_2016,CA_39,2016,263456,EDWARD R ROYCE,Republican,I,BRETT MURDOCK,Democrat,C,14.46,3663387.68,76513.51,5.0,1.1
CA_39_2018,CA_39,2018,244393,GIL CISNEROS,Democrat,O,YOUNG KIM,Republican,O,3.11,12183755.2,2902331.5,0.0,-8.6
CA_39_2020,CA_39,2020,343783,YOUNG KIM,Republican,C,GILBERT RAY CISNEROS JR,Democrat,I,1.2,6070017.32,4503468.14,0.0,-3.1
CA_3_2010,CA_3,2010,261938,DANIEL E LUNGREN,Republican,I,AMI BERA,Democrat,C,6.89,1974501.49,2935828.38,6.0,6.8
CA_3_2012,CA_3,2012,233968,JOHN GARAMENDI,Democrat,I,KIM VANN,Republican,,8.46,2094921.97,,-1.0,-1.1
CA_3_2014,CA_3,2014,150260,JOHN GARAMENDI,Democrat,I,DAN LOGUE,Republican,C,5.45,1320607.27,1600768.31,-3.0,5.7
CA_3_2016,CA_3,2016,256966,JOHN GARAMENDI,Democrat,I,N EUGENE CLEEK,Republican,C,18.7,879539.66,380024.03,-3.0,1.1
CA_3_2018,CA_3,2018,232251,JOHN GARAMENDI,Democrat,I,CHARLIE SCHAUPP,Republican,C,16.15,839434.81,27158.94,-5.0,-8.6
CA_3_2020,CA_3,2020,321988,JOHN GARAMENDI,Democrat,I,TAMIKA HAMILTON,Republican,C,9.35,717060.34,384583.7,-5.0,-3.1
CA_40_2010,CA_40,2010,178855,EDWARD R ROYCE,Republican,I,CHRISTINA AVALOS,Democrat,,33.58,1661978.1,,8.0,6.8
CA_40_2012,CA_40,2012,125553,LUCILLE ROYBAL-ALLARD,Democrat,I,DAVID SANCHEZ,Democrat,,17.78,563470.74,,-25.0,-1.1
CA_40_2014,CA_40,2014,49379,LUCILLE ROYBAL-ALLARD,Democrat,I,DAVID SANCHEZ,Democrat,,22.35,498231.05,,-29.0,5.7
CA_40_2016,CA_40,2016,149297,LUCILLE ROYBAL-ALLARD,Democrat,I,ROMAN GABRIEL GONZALEZ,Other,,42.74,613085.03,,-29.0,1.1
CA_40_2018,CA_40,2018,121449,LUCILLE ROYBAL-ALLARD,Democrat,I,RODOLFO CORTES BARRAGAN,Other,C,54.7,567684.5,18447.39,-33.0,-8.6
CA_40_2020,CA_40,2020,186381,LUCILLE ROYBAL-ALLARD,Democrat,I,C ANTONIO DELGADO,Republican,C,45.48,750770.04,79270.37,-33.0,-3.1
CA_41_2010,CA_41,2010,202286,JERRY LEWIS,Republican,I,PAT MEAGHER,Democrat,C,26.43,1148216.29,48418.03,10.0,6.8
CA_41_2012,CA_41,2012,175652,MARK TAKANO,Democrat,O,JOHN TAVAGLIONE,Republican,O,17.94,1437163.21,1384947.01,-3.0,-1.1
CA_41_2014,CA_41,2014,82884,MARK TAKANO,Democrat,I,STEVE ADAMS,Republican,C,13.29,1312896.41,230976.44,-9.0,5.7
CA_41_2016,CA_41,2016,197323,MARK TAKANO,Democrat,I,DOUG SHEPHERD,Republican,C,29.9,999113.21,252473.09,-9.0,1.1
CA_41_2018,CA_41,2018,166248,MARK TAKANO,Democrat,I,AJA SMITH,Republican,C,30.2,1100014.99,43652.16,-12.0,-8.6
CA_41_2020,CA_41,2020,262573,MARK TAKANO,Democrat,I,AJA SMITH,Republican,C,28.06,962988.6,667305.83,-12.0,-3.1
CA_42_2010,CA_42,2010,204398,GARY G MILLER,Republican,I,MICHAEL WILLIAMSON,Democrat,,30.35,769415.39,,10.0,6.8
CA_42_2012,CA_42,2012,214947,KEN CALVERT,Republican,I,MICHAEL WILLIAMSON,Democrat,,21.19,847022.87,,12.0,-1.1
CA_42_2014,CA_42,2014,113390,KEN CALVERT,Republican,I,TIM SHERIDAN,Democrat,C,31.48,1206750.52,101404.39,10.0,5.7
CA_42_2016,CA_42,2016,254236,KEN CALVERT,Republican,I,TIM SHERIDAN,Democrat,C,17.64,1276116.53,159128.08,10.0,1.1
CA_42_2018,CA_42,2018,231932,KEN CALVERT,Republican,I,JULIA C PEACOCK,Democrat,C,13.0,1620855.36,149914.01,9.0,-8.6
CA_42_2020,CA_42,2020,368047,KEN CALVERT,Republican,I,"WILLIAM ""LIAM"" O'MARA",Democrat,C,14.26,1552252.09,130072.24,9.0,-3.1
CA_43_2010,CA_43,2010,106916,JOE BACA,Democrat,I,SCOTT FOLKENS,Republican,C,30.99,697007.19,24769.0,-13.0,6.8
CA_43_2012,CA_43,2012,200894,MAXINE WATERS,Democrat,I,BOB FLORES,Democrat,C,42.49,717251.4,3220.2,-23.0,-1.1
CA_43_2014,CA_43,2014,98202,MAXINE WATERS,Democrat,I,JOHN WOOD JR,Republican,C,41.91,1062921.15,11819.14,-26.0,5.7
CA_43_2016,CA_43,2016,219516,MAXINE WATERS,Democrat,I,OMAR NAVARRO,Republican,C,52.17,1050764.92,3196.12,-26.0,1.1
CA_43_2018,CA_43,2018,196052,MAXINE WATERS,Democrat,I,OMAR NAVARRO,Republican,C,55.34,1389065.63,1045289.5,-29.0,-8.6
CA_43_2020,CA_43,2020,277898,MAXINE WATERS,Democrat,I,JOE E COLLINS III,Republican,C,43.37,2186540.55,9985292.74,-29.0,-3.1
CA_44_2010,CA_44,2010,193266,KEN CALVERT,Republican,I,BILL HEDRICK,Democrat,,11.23,1540252.72,,6.0,6.8
CA_44_2012,CA_44,2012,165898,JANICE HAHN,Democrat,I,LAURA RICHARDSON,Democrat,C,20.45,2483980.0,619800.49,-29.0,-1.1
CA_44_2014,CA_44,2014,68862,JANICE HAHN,Democrat,I,ADAM SHBEITA,Other,,73.3,723717.91,,-32.0,5.7
CA_44_2016,CA_44,2016,178413,NANETTE DIAZ BARRAGAN,Democrat,O,ISADORE HALL III,Democrat,O,4.39,1896569.59,1941619.49,-32.0,1.1
CA_44_2018,CA_44,2018,143322,NANETTE DIAZ BARRAGAN,Democrat,I,AJA L BROWN,Democrat,C,36.68,975363.82,17820.15,-35.0,-8.6
CA_44_2020,CA_44,2020,206036,NANETTE DIAZ BARRAGAN,Democrat,I,ANALILIA JOYA,Democrat,,35.57,727579.45,,-35.0,-3.1
CA_45_2010,CA_45,2010,206801,MARY BONO MACK,Republican,I,STEVE POUGNET,Democrat,C,9.35,2486843.85,1843287.82,3.0,6.8
CA_45_2012,CA_45,2012,293231,JOHN CAMPBELL,Republican,I,SUKHEE KANG,Democrat,C,16.92,1431706.01,754627.17,8.0,-1.1
CA_45_2014,CA_45,2014,162902,MIMI WALTERS,Republican,I,DREW E LEAVENS,Democrat,C,30.24,1323769.7,122684.64,7.0,5.7
CA_45_2016,CA_45,2016,311849,MIMI WALTERS,Republican,I,RON VARASTEH,Democrat,C,17.12,1690947.44,117761.42,7.0,1.1
CA_45_2018,CA_45,2018,305289,KATIE PORTER,Democrat,C,MIMI WALTERS,Republican,I,4.1,6891471.01,5280460.18,3.0,-8.6
CA_45_2020,CA_45,2020,414939,KATIE PORTER,Democrat,I,GREG RATHS,Republican,C,6.93,6717188.33,1408703.47,3.0,-3.1
CA_46_2010,CA_46,2010,224782,DANA ROHRABACHER,Republican,I,KEN ARNOLD,Democrat,C,24.42,382318.61,18087.87,6.0,6.8
CA_46_2012,CA_46,2012,149815,LORETTA SANCHEZ,Democrat,I,JERRY HAYDEN,Republican,,27.75,1679429.19,,-3.0,-1.1
CA_46_2014,CA_46,2014,83315,LORETTA SANCHEZ,Democrat,I,ADAM NICK,Republican,C,19.4,1284391.54,15757.64,-9.0,5.7
CA_46_2016,CA_46,2016,164593,LOU CORREA,Democrat,O,BAO NGUYEN,Democrat,O,40.04,918038.25,273993.85,-9.0,1.1
CA_46_2018,CA_46,2018,147916,LOU CORREA,Democrat,I,RUSSELL RENE LAMBERT,Republican,C,38.29,565364.85,0.0,-15.0,-8.6
CA_46_2020,CA_46,2020,229519,J LUIS CORREA,Democrat,I,JAMES S WATERS,Republican,C,37.51,666547.19,7048.08,-15.0,-3.1
CA_47_2010,CA_47,2010,95954,LORETTA SANCHEZ,Democrat,I,VAN TRAN,Republican,C,13.71,2303721.82,1395563.47,-4.0,6.8
CA_47_2012,CA_47,2012,230012,ALAN LOWENTHAL,Democrat,I,GARY DELONG,Republican,C,13.12,1175009.14,1418740.41,-5.0,-1.1
CA_47_2014,CA_47,2014,123400,ALAN S LOWENTHAL,Democrat,I,ANDY WHALLON,Republican,C,11.98,506596.9,59582.15,-8.0,5.7
CA_47_2016,CA_47,2016,242868,ALAN S LOWENTHAL,Democrat,I,ANDY WHALLON,Republican,C,27.44,590221.68,68687.81,-8.0,1.1
CA_47_2018,CA_47,2018,221036,ALAN LOWENTHAL,Democrat,I,JOHN BRISCOE,Republican,C,29.71,631673.27,48137.47,-13.0,-8.6
CA_47_2020,CA_47,2020,311399,ALAN S LOWENTHAL,Democrat,I,JOHN BRISCOE,Republican,C,26.54,859602.01,61538.47,-13.0,-3.1
CA_48_2010,CA_48,2010,242719,JOHN CAMPBELL,Republican,I,BETH KROM,Democrat,C,23.49,1098848.75,703111.74,6.0,6.8
