year,state,state_po,district,runoff,special,candidate,party,candidatevotes,totalvotes
2022,CONNECTICUT,CT,5,False,False,JAHANA HAYES,DEMOCRAT,123818,253672
2022,CONNECTICUT,CT,5,False,False,WORKING FAMILIES,,4020,253672
2022,HAWAII,HI,1,False,False,CONRAD KRESS,REPUBLICAN,51217,202378
2022,HAWAII,HI,1,False,False,ED CASE,DEMOCRAT,143546,202378
2022,HAWAII,HI,1,False,False,BLANK VOTES,,7466,202378
2022,HAWAII,HI,1,False,False,OVERVOTES,,149,202378
2022,HAWAII,HI,2,False,False,JOE AKANA,REPUBLICAN,72874,216985
2022,HAWAII,HI,2,False,False,JILL N TOKUDA,DEMOCRAT,128407,216985
2022,HAWAII,HI,2,False,False,MICHELLE ROSE TIPPENS,LIBERTARIAN,5130,216985
2022,HAWAII,HI,2,False,False,BLANK VOTES,,10235,216985
2022,HAWAII,HI,2,False,False,OVERVOTES,,339,216985
2022,IDAHO,ID,1,False,False,RUSS FULCHER,REPUBLICAN,222901,312442
2022,IDAHO,ID,1,False,False,KAYLEE PETERSON,DEMOCRAT,82261,312442
2022,IDAHO,ID,1,False,False,DARIAN DRAKE,LIBERTARIAN,7280,312442
2022,IDAHO,ID,2,False,False,MICHAEL K SIMPSON,REPUBLICAN,172450,271186
2022,IDAHO,ID,2,False,False,WENDY NORMAN,DEMOCRAT,98736,271186
2022,INDIANA,IN,1,False,False,JENNIFER-RUTH GREEN,REPUBLICAN,100542,213207
2022,INDIANA,IN,1,False,False,FRANK J MRVAN,DEMOCRAT,112656,213207
2022,INDIANA,IN,2,False,False,RUDOLPH “RUDY” YAKYM III,REPUBLICAN,125313,194073
2022,INDIANA,IN,2,False,False,PAUL D STEURY,DEMOCRAT,62891,194073
2022,INDIANA,IN,2,False,False,WILLIAM E HENRY,LIBERTARIAN,5858,194073
2022,INDIANA,IN,3,False,False,JIM BANKS,REPUBLICAN,131579,201542
2022,INDIANA,IN,3,False,False,GARY L SNYDER,DEMOCRAT,60577,201542
2022,INDIANA,IN,3,False,False,NATHAN GOTSCH,INDEPENDENT,9386,201542
2022,INDIANA,IN,4,False,False,JAMES R BAIRD,REPUBLICAN,134864,197698
2022,INDIANA,IN,4,False,False,ROGER D DAY,DEMOCRAT,62834,197698
2022,INDIANA,IN,5,False,False,VICTORIA SPARTZ,REPUBLICAN,146575,240009
2022,INDIANA,IN,5,False,False,JEANNINE LEE LAKE,DEMOCRAT,93434,240009
2022,INDIANA,IN,6,False,False,GREG PENCE,REPUBLICAN,130686,193524
2022,INDIANA,IN,6,False,False,CYNTHIA “CINDE” WIRTH,DEMOCRAT,62838,193524
2022,INDIANA,IN,7,False,False,ANGELA GRABOVSKY,REPUBLICAN,53631,175180
2022,INDIANA,IN,7,False,False,ANDRÉ CARSON,DEMOCRAT,117309,175180
2022,INDIANA,IN,7,False,False,GAVIN MAPLE,LIBERTARIAN,4240,175180
2022,INDIANA,IN,8,False,False,LARRY BUCSHON,REPUBLICAN,141995,216040
2022,INDIANA,IN,8,False,False,RAY MCCORMICK,DEMOCRAT,68109,216040
2022,INDIANA,IN,8,False,False,ANDREW HORNING,LIBERTARIAN,5936,216040
2022,INDIANA,IN,9,False,False,ERIN HOUCHIN,REPUBLICAN,143166,225276
2022,INDIANA,IN,9,False,False,MATTHEW FYFE,DEMOCRAT,75700,225276
2022,INDIANA,IN,9,False,False,TONYA L MILLIS,LIBERTARIAN,6374,225276
2022,IOWA,IA,1,False,False,MARIANNETTE MILLER-MEEKS,REPUBLICAN,162947,309736
2022,IOWA,IA,1,False,False,CHRISTINA BOHANNAN,DEMOCRAT,142173,309736
2022,IOWA,IA,1,False,False,UNDERVOTES,,4308,309736
2022,IOWA,IA,1,False,False,OVERVOTES,,48,309736
2022,IOWA,IA,2,False,False,ASHLEY HINSON,REPUBLICAN,172181,321507
2022,IOWA,IA,2,False,False,LIZ MATHIS,DEMOCRAT,145940,321507
2022,IOWA,IA,2,False,False,UNDERVOTES,,3043,321507
2022,IOWA,IA,2,False,False,OVERVOTES,,65,321507
2022,IOWA,IA,3,False,False,ZACH NUNN,REPUBLICAN,156262,315039
2022,IOWA,IA,3,False,False,CYNTHIA AXNE,DEMOCRAT,154117,315039
2022,IOWA,IA,3,False,False,UNDERVOTES,,4024,315039
2022,IOWA,IA,3,False,False,OVERVOTES,,102,315039
2022,IOWA,IA,4,False,False,RANDY FEENSTRA,REPUBLICAN,186467,284134
2022,IOWA,IA,4,False,False,RYAN MELTON,DEMOCRAT,84230,284134
2022,IOWA,IA,4,False,False,BRYAN JACK HOLDER,LIBERTY CAUCUS,6035,284134
2022,IOWA,IA,4,False,False,UNDERVOTES,,7008,284134
2022,IOWA,IA,4,False,False,OVERVOTES,,118,284134
2022,KANSAS,KS,1,False,False,TRACEY MANN,REPUBLICAN,161333,238425
2022,KANSAS,KS,1,False,False,JAMES “JIMMY” BEARD,DEMOCRAT,77092,238425
2022,KANSAS,KS,2,False,False,JAKE LATURNER,REPUBLICAN,134506,233358
2022,KANSAS,KS,2,False,False,PATRICK SCHMIDT,DEMOCRAT,98852,233358
2022,KANSAS,KS,3,False,False,AMANDA L ADKINS,REPUBLICAN,128839,301294
2022,KANSAS,KS,3,False,False,SHARICE DAVIDS,DEMOCRAT,165527,301294
2022,KANSAS,KS,3,False,False,STEPHEN A HOHE,LIBERTARIAN,6928,301294
2022,KANSAS,KS,4,False,False,RON ESTES,REPUBLICAN,144889,228740
2022,KANSAS,KS,4,False,False,BOB HERNANDEZ,DEMOCRAT,83851,228740
2022,KENTUCKY,KY,1,False,False,JAMES COMER,REPUBLICAN,184157,245858
2022,KENTUCKY,KY,1,False,False,JIMMY C AUSBROOKS,DEMOCRAT,61701,245858
2022,KENTUCKY,KY,2,False,False,BRETT GUTHRIE,REPUBLICAN,170487,237256
2022,KENTUCKY,KY,2,False,False,HANK LINDERMAN,DEMOCRAT,66769,237256
2022,KENTUCKY,KY,3,False,False,STUART N RAY,REPUBLICAN,98637,259587
2022,KENTUCKY,KY,3,False,False,MORGAN MCGARVEY,DEMOCRAT,160920,259587
2022,KENTUCKY,KY,4,False,False,THOMAS MASSIE,REPUBLICAN,167541,257629
2022,KENTUCKY,KY,4,False,False,MATTHEW LEHMAN,DEMOCRAT,79977,257629
2022,KENTUCKY,KY,4,False,False,ETHAN KEITH OSBORNE,INDEPENDENT,10111,257629
2022,KENTUCKY,KY,5,False,False,HAROLD ROGERS,REPUBLICAN,177712,216270
2022,KENTUCKY,KY,5,False,False,CONOR HALBLEIB,DEMOCRAT,38549,216270
2022,KENTUCKY,KY,6,False,False,ANDY BARR,REPUBLICAN,154762,246818
2022,KENTUCKY,KY,6,False,False,GEOFFREY M “GEOFF” YOUNG,DEMOCRAT,83005,246818
2022,LOUISIANA,LA,1,False,False,STEVE SCALISE,REPUBLICAN,177670,244044
2022,LOUISIANA,LA,1,False,False,KATIE DARLING,DEMOCRAT,61467,244044
2022,LOUISIANA,LA,1,False,False,HOWARD KEARNEY,LIBERTARIAN,4907,244044
2022,LOUISIANA,LA,2,False,False,“DAN” LUX,REPUBLICAN,46927,205047
2022,LOUISIANA,LA,2,False,False,TROY A CARTER,DEMOCRAT,158120,205047
2022,LOUISIANA,LA,3,False,False,CLAY HIGGINS,REPUBLICAN,144423,224552
2022,LOUISIANA,LA,3,False,False,HOLDEN HOGGATT,REPUBLICAN,24474,224552
2022,LOUISIANA,LA,3,False,False,"THOMAS “LANE” PAYNE, JR",REPUBLICAN,4012,224552
2022,LOUISIANA,LA,3,False,False,JACOB “JAKE” SHAHEEN,REPUBLICAN,1955,224552
2022,LOUISIANA,LA,3,False,False,LESSIE OLIVIA LEBLANC,DEMOCRAT,23641,224552
2022,LOUISIANA,LA,3,False,False,TIA LEBRUN,DEMOCRAT,21172,224552
2022,LOUISIANA,LA,3,False,False,GLORIA R WIGGINS,INDEPENDENT,3255,224552
2022,LOUISIANA,LA,3,False,False,GUY MCLENDON,LIBERTARIAN,1620,224552
2022,LOUISIANA,LA,4,False,False,MIKE JOHNSON,REPUBLICAN,1,1
2022,LOUISIANA,LA,5,False,False,JULIA LETLOW,REPUBLICAN,151080,223553
2022,LOUISIANA,LA,5,False,False,ALLEN GUILLORY,REPUBLICAN,12159,223553
2022,LOUISIANA,LA,5,False,False,HUNTER PULLEN,REPUBLICAN,5782,223553
2022,LOUISIANA,LA,5,False,False,OSCAR “OMAR” DANTZLER,DEMOCRAT,35149,223553
2022,LOUISIANA,LA,5,False,False,WALTER EARL HUFF,DEMOCRAT,19383,223553
2022,LOUISIANA,LA,6,False,False,GARRET GRAVES,REPUBLICAN,189684,235928
2022,LOUISIANA,LA,6,False,False,BRIAN BELZER,REPUBLICAN,15535,235928
2022,LOUISIANA,LA,6,False,False,"RUFUS HOLT CRAIG, JR",LIBERTARIAN,30709,235928
2022,MAINE,ME,1,False,False,EDWIN THELANDER,REPUBLICAN,129263,358138
2022,MAINE,ME,1,False,False,CHELLIE PINGREE,DEMOCRAT,219753,358138
2022,MAINE,ME,1,False,False,BLANK,,8962,358138
2022,MAINE,ME,1,False,False,OTHERS,,160,358138
2022,MAINE,ME,2,False,False,BRUCE POLIQUIN,REPUBLICAN,146142,333326
2022,MAINE,ME,2,False,False,JARED F GOLDEN,DEMOCRAT,165136,333326
2022,MAINE,ME,2,False,False,TIFFANY BOND,INDEPENDENT,21655,333326
2022,MAINE,ME,2,False,False,EXHAUSTED BALLOT,,322778,333326
2022,MISSISSIPPI,MS,1,False,False,TRENT KELLY,REPUBLICAN,122151,167389
2022,MISSISSIPPI,MS,1,False,False,DIANNE BLACK,DEMOCRAT,45238,167389
2022,MISSISSIPPI,MS,2,False,False,BRIAN FLOWERS,REPUBLICAN,71884,180169
2022,MISSISSIPPI,MS,2,False,False,BENNIE G THOMPSON,DEMOCRAT,108285,180169
2022,MISSISSIPPI,MS,3,False,False,MICHAEL GUEST,REPUBLICAN,132481,187284
2022,MISSISSIPPI,MS,3,False,False,SHUWASKI A YOUNG,DEMOCRAT,54803,187284
2022,MISSISSIPPI,MS,4,False,False,MIKE EZELL,REPUBLICAN,127813,174258
2022,MISSISSIPPI,MS,4,False,False,JOHNNY L DUPREE,DEMOCRAT,42876,174258
2022,MISSISSIPPI,MS,4,False,False,ALDEN PATRICK JOHNSON,LIBERTARIAN,3569,174258
2022,MISSOURI,MO,1,False,False,ANDREW JONES,REPUBLICAN,53767,220958
2022,MISSOURI,MO,1,False,False,CORI BUSH,DEMOCRAT,160999,220958
2022,MISSOURI,MO,1,False,False,GEORGE A ZSIDISIN,LIBERTARIAN,6192,220958
2022,MISSOURI,MO,2,False,False,ANN WAGNER,REPUBLICAN,173277,315666
2022,MISSOURI,MO,2,False,False,TRISH GUNBY,DEMOCRAT,135895,315666
2022,MISSOURI,MO,2,False,False,BILL SLANTZ,LIBERTARIAN,6494,315666
2022,MISSOURI,MO,3,False,False,BLAINE LUETKEMEYER,REPUBLICAN,180746,277597
2022,MISSOURI,MO,3,False,False,BETHANY MANN,DEMOCRAT,96851,277597
2022,MISSOURI,MO,4,False,False,MARK ALFORD,REPUBLICAN,181890,255079
2022,MISSOURI,MO,4,False,False,JACK TRUMAN,DEMOCRAT,67069,255079
2022,MISSOURI,MO,4,False,False,RANDY LANGKRAEHR,LIBERTARIAN,6117,255079
2022,MISSOURI,MO,5,False,False,JACOB TURK,REPUBLICAN,84008,230555
2022,MISSOURI,MO,5,False,False,EMANUEL CLEAVER,DEMOCRAT,140688,230555
2022,MISSOURI,MO,5,False,False,ROBIN DOMINICK,LIBERTARIAN,5859,230555
2022,MISSOURI,MO,6,False,False,SAM GRAVES,REPUBLICAN,184865,262892
2022,MISSOURI,MO,6,False,False,HENRY MARTIN,DEMOCRAT,72253,262892
2022,MISSOURI,MO,6,False,False,EDWARD A “ANDY” MAIDMENT,LIBERTARIAN,5774,262892
2022,MISSOURI,MO,7,False,False,ERIC BURLISON,REPUBLICAN,178592,251947
2022,MISSOURI,MO,7,False,False,KRISTEN RADAKER-SHEAFER,DEMOCRAT,67485,251947
2022,MISSOURI,MO,7,False,False,KEVIN CRAIG,LIBERTARIAN,5869,251947
2022,MISSOURI,MO,8,False,False,JASON SMITH,REPUBLICAN,186472,245395
2022,MISSOURI,MO,8,False,False,RANDI MCCALLIAN,DEMOCRAT,53738,245395
2022,MISSOURI,MO,8,False,False,JIM HIGGINS,LIBERTARIAN,5185,245395
2022,MONTANA,MT,1,False,False,RYAN K ZINKE,REPUBLICAN,123102,247960
2022,MONTANA,MT,1,False,False,MONICA TRANEL,DEMOCRAT,115265,247960
2022,MONTANA,MT,1,False,False,JOHN LAMB,LIBERTARIAN,9593,247960
2022,MONTANA,MT,2,False,False,"MATTHEW M ROSENDALE, SR",REPUBLICAN,121979,215672
2022,MONTANA,MT,2,False,False,PENNY RONNING,DEMOCRAT,43480,215672
2022,MONTANA,MT,2,False,False,GARY BUCHANAN,INDEPENDENT,47195,215672
2022,MONTANA,MT,2,False,False,SAM RANKIN,LIBERTARIAN,3018,215672
2022,NEBRASKA,NE,1,False,False,MIKE FLOOD,REPUBLICAN,129236,223165
2022,NEBRASKA,NE,1,False,False,PATTY PANSING BROOKS,DEMOCRAT,93929,223165
2022,NEBRASKA,NE,2,False,False,DON BACON,REPUBLICAN,112663,219470
2022,NEBRASKA,NE,2,False,False,TONY VARGAS,DEMOCRAT,106807,219470
2022,NEBRASKA,NE,3,False,False,ADRIAN SMITH,REPUBLICAN,172700,220552
2022,NEBRASKA,NE,3,False,False,DAVID J ELSE,DEMOCRAT,34836,220552
2022,NEBRASKA,NE,3,False,False,"MARK ELWORTH, JR",LEGAL MARIJUANA NOW,13016,220552
2022,NEVADA,NV,1,False,False,MARK ROBERTSON,REPUBLICAN,103115,224349
2022,NEVADA,NV,1,False,False,DINA TITUS,DEMOCRAT,115700,224349
2022,NEVADA,NV,1,False,False,KEN CAVANAUGH,LIBERTARIAN,5534,224349
2022,NEVADA,NV,2,False,False,MARK E AMODEI,REPUBLICAN,185467,310498
2022,NEVADA,NV,2,False,False,ELIZABETH MERCEDES KRAUSE,DEMOCRAT,117371,310498
2022,NEVADA,NV,2,False,False,RUSSELL BEST,INDEPENDENT AMERICAN,4194,310498
2022,NEVADA,NV,2,False,False,DARRYL BABER,LIBERTARIAN,3466,310498
2022,NEVADA,NV,3,False,False,APRIL BECKER,REPUBLICAN,121083,252169
2022,NEVADA,NV,3,False,False,SUSIE LEE,DEMOCRAT,131086,252169
2022,NEVADA,NV,4,False,False,SAM PETERS,REPUBLICAN,105870,222487
2022,NEVADA,NV,4,False,False,STEVEN HORSFORD,DEMOCRAT,116617,222487
2022,NEW HAMPSHIRE,NH,1,False,False,KAROLINE LEAVITT,REPUBLICAN,142229,309962
2022,NEW HAMPSHIRE,NH,1,False,False,CHRIS PAPPAS,DEMOCRAT,167391,309962
2022,NEW HAMPSHIRE,NH,1,False,False,SCATTER,,342,309962
2022,NEW HAMPSHIRE,NH,2,False,False,ROBERT BURNS,REPUBLICAN,135579,307584
2022,NEW HAMPSHIRE,NH,2,False,False,ANN M KUSTER,DEMOCRAT,171636,307584
2022,NEW HAMPSHIRE,NH,2,False,False,SCATTER,,369,307584
2022,NEW MEXICO,NM,1,False,False,MICHELLE GARCIA HOLMES,REPUBLICAN,124151,280671
2022,NEW MEXICO,NM,1,False,False,MELANIE A STANSBURY,DEMOCRAT,156462,280671
2022,NEW MEXICO,NM,2,False,False,YVETTE HERRELL,REPUBLICAN,95636,192673
2022,NEW MEXICO,NM,2,False,False,GABRIEL VASQUEZ,DEMOCRAT,96986,192673
2022,NEW MEXICO,NM,3,False,False,ALEXIS MARTINEZ JOHNSON,REPUBLICAN,96565,230782
2022,NEW MEXICO,NM,3,False,False,TERESA LEGER FERNANDEZ,DEMOCRAT,134217,230782
2022,OHIO,OH,1,False,False,STEVE CHABOT,REPUBLICAN,140058,296474
2022,OHIO,OH,1,False,False,GREG LANDSMAN,DEMOCRAT,156416,296474
2022,OHIO,OH,2,False,False,BRAD R WENSTRUP,REPUBLICAN,192117,257862
2022,OHIO,OH,2,False,False,SAMANTHA MEADOWS,DEMOCRAT,65745,257862
2022,OHIO,OH,3,False,False,LEE R STAHLEY,REPUBLICAN,76455,258797
2022,OHIO,OH,3,False,False,JOYCE BEATTY,DEMOCRAT,182324,258797
2022,OHIO,OH,4,False,False,JIM JORDAN,REPUBLICAN,200773,290156
2022,OHIO,OH,4,False,False,TAMIE WILSON,DEMOCRAT,89383,290156
2022,OHIO,OH,5,False,False,ROBERT E LATTA,REPUBLICAN,187303,279937
2022,OHIO,OH,5,False,False,CRAIG SWARTZ,DEMOCRAT,92634,279937
2022,OHIO,OH,6,False,False,BILL JOHNSON,REPUBLICAN,189883,280383
2022,OHIO,OH,6,False,False,LOUIS G LYRAS,DEMOCRAT,90500,280383
2022,OHIO,OH,7,False,False,MAX MILLER,REPUBLICAN,168002,303573
2022,OHIO,OH,7,False,False,MATTHEW DIEMER,DEMOCRAT,135485,303573
2022,OHIO,OH,8,False,False,WARREN DAVIDSON,REPUBLICAN,180287,278916
2022,OHIO,OH,8,False,False,VANESSA ENOCH,DEMOCRAT,98629,278916
2022,OHIO,OH,9,False,False,J R MAJEWSKI,REPUBLICAN,115362,266017
2022,OHIO,OH,9,False,False,MARCY KAPTUR,DEMOCRAT,150655,266017
2022,OHIO,OH,10,False,False,MICHAEL R TURNER,REPUBLICAN,168327,272961
2022,OHIO,OH,10,False,False,DAVID ESRATI,DEMOCRAT,104634,272961
2022,OHIO,OH,11,False,False,ERIC J BREWER,REPUBLICAN,47988,215710
2022,OHIO,OH,11,False,False,SHONTEL M BROWN,DEMOCRAT,167722,215710
2022,OHIO,OH,12,False,False,TROY BALDERSON,REPUBLICAN,191344,276237
2022,OHIO,OH,12,False,False,AMY RIPPEL-ELTON,DEMOCRAT,84893,276237
2022,OHIO,OH,13,False,False,MADISON GESIOTTO GILBERT,REPUBLICAN,134593,284409
2022,OHIO,OH,13,False,False,EMILIA SYKES,DEMOCRAT,149816,284409
2022,OHIO,OH,14,False,False,DAVID P JOYCE,REPUBLICAN,183389,297028
2022,OHIO,OH,14,False,False,MATT KILBOY,DEMOCRAT,113639,297028
2022,OHIO,OH,15,False,False,MIKE CAREY,REPUBLICAN,143112,251251
2022,OHIO,OH,15,False,False,GARY JOSEPHSON,DEMOCRAT,108139,251251
2022,OKLAHOMA,OK,1,False,False,KEVIN HERN,REPUBLICAN,142800,233495
2022,OKLAHOMA,OK,1,False,False,ADAM MARTIN,DEMOCRAT,80974,233495
2022,OKLAHOMA,OK,1,False,False,EVELYN L ROGERS,INDEPENDENT,9721,233495
2022,OKLAHOMA,OK,2,False,False,JOSH BRECHEEN,REPUBLICAN,167843,231672
2022,OKLAHOMA,OK,2,False,False,NAOMI ANDREWS,DEMOCRAT,54194,231672
2022,OKLAHOMA,OK,2,False,False,BULLDOG BEN ROBINSON,INDEPENDENT,9635,231672
2022,OKLAHOMA,OK,3,False,False,FRANK D LUCAS,REPUBLICAN,147418,197772
2022,OKLAHOMA,OK,3,False,False,JEREMIAH A ROSS,DEMOCRAT,50354,197772
2022,OKLAHOMA,OK,4,False,False,TOM COLE,REPUBLICAN,149879,224546
2022,OKLAHOMA,OK,4,False,False,MARY BRANNON,DEMOCRAT,74667,224546
2022,OKLAHOMA,OK,5,False,False,STEPHANIE I BICE,REPUBLICAN,152699,258826
2022,OKLAHOMA,OK,5,False,False,JOSHUA HARRIS-TILL,DEMOCRAT,96799,258826
2022,OKLAHOMA,OK,5,False,False,DAVID K FROSCH,INDEPENDENT,9328,258826
2022,OREGON,OR,1,False,False,CHRISTOPHER A MANN,REPUBLICAN,99042,310243
2022,OREGON,OR,1,False,False,SUZANNE BONAMICI,DEMOCRAT,210682,310243
2022,OREGON,OR,1,False,False,MISCELLANEOUS,,519,310243
2022,OREGON,OR,2,False,False,CLIFF BENTZ,REPUBLICAN,208369,308676
2022,OREGON,OR,2,False,False,JOE YETTER,DEMOCRAT,99882,308676
2022,OREGON,OR,2,False,False,MISCELLANEOUS,,425,308676
2022,OREGON,OR,3,False,False,JOANNA HARBOUR,REPUBLICAN,79766,303334
2022,OREGON,OR,3,False,False,EARL BLUMENAUER,DEMOCRAT,212119,303334
2022,OREGON,OR,3,False,False,DAVID E DELK,PROGRESSIVE,10982,303334
2022,OREGON,OR,3,False,False,MISCELLANEOUS,,467,303334
2022,OREGON,OR,4,False,False,ALEK SKARLATOS,REPUBLICAN,146055,339077
2022,OREGON,OR,4,False,False,VAL HOYLE,DEMOCRAT,171372,339077
2022,OREGON,OR,4,False,False,LEVI LEATHERBERRY,INDEPENDENT,9052,339077
2022,OREGON,OR,4,False,False,JIM HOWARD,CONSTITUTION,6075,339077
2022,OREGON,OR,4,False,False,MIKE BEILSTEIN,PACIFIC GREEN,6033,339077
2022,OREGON,OR,4,False,False,MISCELLANEOUS,,490,339077
2022,OREGON,OR,5,False,False,LORI CHAVEZ-DEREMER,REPUBLICAN,178813,351233
2022,OREGON,OR,5,False,False,JAMIE MCLEOD-SKINNER,DEMOCRAT,171514,351233
2022,OREGON,OR,5,False,False,MISCELLANEOUS,,906,351233
2022,OREGON,OR,6,False,False,MIKE ERICKSON,REPUBLICAN,139946,294377
2022,OREGON,OR,6,False,False,ANDREA SALINAS,DEMOCRAT,147156,294377
2022,OREGON,OR,6,False,False,LARRY D MCFARLAND,CONSTITUTION,6762,294377
2022,OREGON,OR,6,False,False,MISCELLANEOUS,,513,294377
2022,RHODE ISLAND,RI,1,False,False,ALLEN R WATERS,REPUBLICAN,56055,156734
2022,RHODE ISLAND,RI,1,False,False,DAVID N CICILLINE,DEMOCRAT,100318,156734
2022,RHODE ISLAND,RI,2,False,False,ALLAN W FUNG,REPUBLICAN,93969,201089
2022,RHODE ISLAND,RI,2,False,False,SETH M MAGAZINER,DEMOCRAT,101432,201089
2022,RHODE ISLAND,RI,2,False,False,WILLIAM H GILBERT,INDEPENDENT-MODERATE,5489,201089
2022,SOUTH CAROLINA,SC,1,False,False,NANCY MACE,REPUBLICAN,153757,272681
2022,SOUTH CAROLINA,SC,1,False,False,ANNIE ANDREWS,DEMOCRAT,115796,272681
2022,SOUTH CAROLINA,SC,1,False,False,JOSEPH ODDO,ALLIANCE,2634,272681
2022,SOUTH CAROLINA,SC,2,False,False,JOE WILSON,REPUBLICAN,147699,246126
2022,SOUTH CAROLINA,SC,2,False,False,JUDD LARKINS,DEMOCRAT,98081,246126
2022,SOUTH CAROLINA,SC,3,False,False,JEFF DUNCAN,REPUBLICAN,189971,194569
2022,SOUTH CAROLINA,SC,4,False,False,WILLIAM R TIMMONS IV,REPUBLICAN,165607,182365
2022,SOUTH CAROLINA,SC,5,False,False,RALPH NORMAN,REPUBLICAN,154725,241707
2022,SOUTH CAROLINA,SC,5,False,False,EVANGELINE HUNDLEY,DEMOCRAT,83299,241707
2022,SOUTH CAROLINA,SC,5,False,False,LARRY GAITHER,GREEN,3547,241707
2022,SOUTH CAROLINA,SC,6,False,False,DUKE BUCKNER,REPUBLICAN,79879,211028
2022,SOUTH CAROLINA,SC,6,False,False,JAMES E CLYBURN,DEMOCRAT,130923,211028
2022,SOUTH CAROLINA,SC,7,False,False,RUSSELL FRY,REPUBLICAN,164440,253865
2022,SOUTH CAROLINA,SC,7,False,False,DARYL W SCOTT,DEMOCRAT,89030,253865
2022,UTAH,UT,1,False,False,BLAKE D MOORE,REPUBLICAN,178434,266420
2022,UTAH,UT,1,False,False,RICK EDWIN JONES,DEMOCRAT,87986,266420
2022,UTAH,UT,2,False,False,CHRIS STEWART,REPUBLICAN,154883,259399
2022,UTAH,UT,2,False,False,NICK MITCHELL,DEMOCRAT,88224,259399
2022,UTAH,UT,2,False,False,JAYMAC MCFARLAND,UNITED UTAH,8622,259399
2022,UTAH,UT,2,False,False,CASSIE EASLEY,CONSTITUTION,7670,259399
2022,UTAH,UT,3,False,False,JOHN R CURTIS,REPUBLICAN,182497,283380
2022,UTAH,UT,3,False,False,GLENN J WRIGHT,DEMOCRAT,83687,283380
2022,UTAH,UT,3,False,False,MICHAEL STODDARD,LIBERTARIAN,8287,283380
2022,UTAH,UT,3,False,False,DANIEL CLYDE CUMMINGS,CONSTITUTION,4874,283380
2022,UTAH,UT,3,False,False,AARON HEINEMAN,INDEPENDENT AMERICAN,4035,283380
2022,UTAH,UT,4,False,False,BURGESS OWENS,REPUBLICAN,155110,254059
2022,UTAH,UT,4,False,False,DARLENE MCDONALD,DEMOCRAT,82181,254059
2022,UTAH,UT,4,False,False,JANUARY WALKER,UNITED UTAH,16740,254059
2022,WEST VIRGINIA,WV,1,False,False,CAROL D MILLER,REPUBLICAN,151511,227196
2022,WEST VIRGINIA,WV,1,False,False,LACY WATSON,DEMOCRAT,65428,227196
2022,WEST VIRGINIA,WV,1,False,False,BELINDA FOX-SPENCER,INDEPENDENT,10257,227196
2022,WEST VIRGINIA,WV,2,False,False,ALEXANDER X MOONEY,REPUBLICAN,160493,244886
2022,WEST VIRGINIA,WV,2,False,False,BARRY LEE WENDELL,DEMOCRAT,84278,244886
2022,ALASKA,AK,0,False,False,SARAH PALIN,REPUBLICAN,67866,263610
2022,ALASKA,AK,0,False,False,NICK BEGICH,REPUBLICAN,61513,263610
2022,ALASKA,AK,0,False,False,MARY SATTLER PELTOLA,DEMOCRAT,128553,263610
2022,ALASKA,AK,0,False,False,CHRIS BYE,LIBERTARIAN,4570,263610
2022,DELAWARE,DE,0,False,False,LEE MURPHY,REPUBLICAN,138201,321649
2022,DELAWARE,DE,0,False,False,LISA BLUNT ROCHESTER,DEMOCRAT,178416,321649
2022,DELAWARE,DE,0,False,False,CODY MCNUTT,LIBERTARIAN,3074,321649
2022,DELAWARE,DE,0,False,False,DAVID ROGERS,NON-PARTISAN DELAWARE,1958,321649
2022,NORTH DAKOTA,ND,0,False,False,KELLY ARMSTRONG,REPUBLICAN,148399,238586
2022,NORTH DAKOTA,ND,0,False,False,CARA MUND,INDEPENDENT,89644,238586
2022,SOUTH DAKOTA,SD,0,False,False,DUSTY JOHNSON,REPUBLICAN,253821,327841
2022,SOUTH DAKOTA,SD,0,False,False,COLLIN DUPREL,LIBERTARIAN,74020,327841
2022,VERMONT,VT,0,False,False,LIAM MADDEN,REPUBLICAN,78397,291955
2022,VERMONT,VT,0,False,False,BECCA BALINT,DEMOCRAT,176494,291955
2022,VERMONT,VT,0,False,False,ERICKA REDIC,LIBERTARIAN,12590,291955
2022,VERMONT,VT,0,False,False,MATT DRUZBA,INDEPENDENT,5737,291955
2022,VERMONT,VT,0,False,False,LUKE TALBOT,INDEPENDENT,4428,291955
2022,VERMONT,VT,0,False,False,ADAM ORTIZ,INDEPENDENT,3376,291955
2022,VERMONT,VT,0,False,False,BLANK VOTES,,9389,291955
2022,VERMONT,VT,0,False,False,OVERVOTES,,540,291955
2022,WYOMING,WY,0,False,False,HARRIET HAGEMAN,REPUBLICAN,132206,198198
2022,WYOMING,WY,0,False,False,LYNNETTE GREYBULL,DEMOCRAT,47250,198198
2022,WYOMING,WY,0,False,False,RICHARD BRUBAKER,LIBERTARIAN,5420,198198
2022,WYOMING,WY,0,False,False,MARISSA JOY SELVIG,CONSTITUTION,4505,198198
2022,WYOMING,WY,0,False,False,UNDERVOTES,,3660,198198
2022,WYOMING,WY,0,False,False,OVERVOTES,,636,198198
